word,reliable,unreliable,average reliable,avg unrelabie
troubled,184,95,89,0.340501792
willingness,189,100,89,0.346020761
networks,208,119,89,0.363914373
software,209,120,89,0.364741641
abandoned,210,121,89,0.365558912
heading,243,154,89,0.38790932
reference,278,189,89,0.404710921
fully,575,486,89,0.458058435
finally,646,557,89,0.463009144
teenager,130,40,90,0.235294118
colleague,149,59,90,0.283653846
48,157,67,90,0.299107143
approve,161,71,90,0.306034483
sophisticated,168,78,90,0.317073171
resigned,169,79,90,0.318548387
searching,175,85,90,0.326923077
quietly,194,104,90,0.348993289
condemned,225,135,90,0.375
45,226,136,90,0.375690608
variety,280,190,90,0.404255319
19,282,192,90,0.405063291
operating,307,217,90,0.414122137
receiving,319,229,90,0.417883212
develop,322,232,90,0.418772563
4,618,528,90,0.460732984
gray,107,16,91,0.130081301
medal,119,28,91,0.19047619
legs,137,46,91,0.25136612
visa,137,46,91,0.25136612
sons,154,63,91,0.290322581
plastic,160,69,91,0.301310044
papers,163,72,91,0.306382979
attract,165,74,91,0.309623431
painful,172,81,91,0.320158103
throwing,196,105,91,0.348837209
estimates,197,106,91,0.349834983
distance,211,120,91,0.362537764
endorsed,218,127,91,0.368115942
substantial,222,131,91,0.371104816
vehicles,237,146,91,0.381201044
touch,261,170,91,0.394431555
dealing,299,208,91,0.41025641
percentage,312,221,91,0.414634146
aid,367,276,91,0.429237947
established,376,285,91,0.431164902
suggests,385,294,91,0.432989691
backed,393,302,91,0.434532374
warning,407,316,91,0.437067773
liberal,514,423,91,0.451440768
pretty,621,530,91,0.460469157
windows,126,34,92,0.2125
shootings,141,49,92,0.257894737
disappointed,154,62,92,0.287037037
bars,157,65,92,0.292792793
rush,161,69,92,0.3
motivated,177,85,92,0.324427481
crew,180,88,92,0.328358209
reflects,190,98,92,0.340277778
classic,205,113,92,0.355345912
legacy,224,132,92,0.370786517
fought,309,217,92,0.412547529
stands,347,255,92,0.42358804
determine,390,298,92,0.433139535
value,464,372,92,0.444976077
pink,116,23,93,0.165467626
requirements,151,58,93,0.277511962
pending,157,64,93,0.28959276
harassment,157,64,93,0.28959276
fatal,162,69,93,0.298701299
commission,165,72,93,0.303797468
actors,171,78,93,0.313253012
abortion,174,81,93,0.317647059
warm,196,103,93,0.344481605
celebrate,202,109,93,0.350482315
doctor,217,124,93,0.363636364
tradition,224,131,93,0.369014085
decline,261,168,93,0.391608392
listed,265,172,93,0.393592677
funds,345,252,93,0.422110553
becoming,589,496,93,0.457142857
investor,131,37,94,0.220238095
2018,142,48,94,0.252631579
customer,149,55,94,0.269607843
pride,152,58,94,0.276190476
negotiate,161,67,94,0.293859649
performing,161,67,94,0.293859649
calm,168,74,94,0.305785124
partnership,170,76,94,0.308943089
settle,177,83,94,0.319230769
technical,217,123,94,0.361764706
testimony,239,145,94,0.377604167
eliminate,245,151,94,0.381313131
fresh,258,164,94,0.388625592
heavy,378,284,94,0.429003021
developed,388,294,94,0.431085044
search,450,356,94,0.441687345
associates,145,50,95,0.256410256
crossing,157,62,95,0.283105023
sits,174,79,95,0.312252964
valuable,196,101,95,0.34006734
partisan,205,110,95,0.349206349
prospect,239,144,95,0.375979112
23,243,148,95,0.378516624
victim,243,148,95,0.378516624
fun,253,158,95,0.384428224
hot,283,188,95,0.399150743
obtained,307,212,95,0.408477842
balance,309,214,95,0.40917782
deals,337,242,95,0.417962003
defend,444,349,95,0.440100883
sexual,516,421,95,0.449306297
trips,158,62,96,0.281818182
eligible,162,66,96,0.289473684
aliens,166,70,96,0.296610169
picking,170,74,96,0.303278689
award,174,78,96,0.30952381
neighbors,174,78,96,0.30952381
frustrated,176,80,96,0.3125
grant,185,89,96,0.324817518
stream,186,90,96,0.326086957
tweet,206,110,96,0.348101266
diverse,216,120,96,0.357142857
confirm,245,149,96,0.378172589
upset,252,156,96,0.382352941
fast,272,176,96,0.392857143
fine,292,196,96,0.401639344
myself,318,222,96,0.411111111
product,347,251,96,0.419732441
contact,366,270,96,0.424528302
tickets,123,26,97,0.174496644
oldest,169,72,97,0.298755187
screen,206,109,97,0.346031746
creative,207,110,97,0.347003155
pictures,223,126,97,0.361031519
perform,230,133,97,0.366391185
platform,296,199,97,0.402020202
fair,346,249,97,0.418487395
respect,501,404,97,0.44640884
ago,802,705,97,0.467816855
retail,141,43,98,0.233695652
anxiety,164,66,98,0.286956522
square,172,74,98,0.300813008
concrete,189,91,98,0.325
steady,190,92,98,0.326241135
harsh,192,94,98,0.328671329
controversy,217,119,98,0.354166667
legally,222,124,98,0.358381503
bid,252,154,98,0.379310345
lay,255,157,98,0.381067961
agent,268,170,98,0.388127854
taxes,281,183,98,0.394396552
broken,376,278,98,0.425076453
tap,138,39,99,0.220338983
clothes,163,64,99,0.281938326
battles,166,67,99,0.287553648
schedule,173,74,99,0.299595142
factory,176,77,99,0.304347826
card,209,110,99,0.344827586
glass,212,113,99,0.347692308
wind,214,115,99,0.349544073
reducing,230,131,99,0.362880886
reform,245,146,99,0.373401535
ending,266,167,99,0.385681293
helps,285,186,99,0.394904459
preparing,309,210,99,0.404624277
overall,326,227,99,0.410488246
lose,535,436,99,0.449021627
2,791,692,99,0.466621713
league,145,45,100,0.236842105
economist,152,52,100,0.254901961
disputed,153,53,100,0.257281553
hall,154,54,100,0.259615385
privacy,172,72,100,0.295081967
entertainment,175,75,100,0.3
selection,178,78,100,0.3046875
2005,185,85,100,0.314814815
manufacturing,198,98,100,0.331081081
contract,241,141,100,0.369109948
applied,259,159,100,0.380382775
recorded,265,165,100,0.38372093
notion,275,175,100,0.388888889
angry,322,222,100,0.408088235
affect,331,231,100,0.411032028
interested,376,276,100,0.423312883
vast,463,363,100,0.439467312
cover,588,488,100,0.453531599
video,1028,928,100,0.474437628
diplomats,135,34,101,0.201183432
drivers,140,39,101,0.217877095
responding,184,83,101,0.310861423
advocate,207,106,101,0.338658147
expanding,227,126,101,0.35694051
suicide,242,141,101,0.368146214
passing,298,197,101,0.397979798
stock,316,215,101,0.404896422
concerned,550,449,101,0.449449449
act,704,603,101,0.461361897
employers,142,40,102,0.21978022
regulation,162,60,102,0.27027027
park,166,64,102,0.27826087
cool,178,76,102,0.299212598
prices,268,166,102,0.382488479
protesters,338,236,102,0.411149826
photo,347,245,102,0.413851351
allies,504,402,102,0.443708609
beach,129,26,103,0.167741935
steel,148,45,103,0.233160622
concert,155,52,103,0.251207729
unit,194,91,103,0.319298246
enjoyed,195,92,103,0.320557491
counsel,198,95,103,0.324232082
beautiful,272,169,103,0.383219955
22,281,178,103,0.387799564
sees,315,212,103,0.40227704
racial,355,252,103,0.415156507
produced,442,339,103,0.434058899
subway,118,14,104,0.106060606
deportation,136,32,104,0.19047619
viewers,181,77,104,0.298449612
wondered,182,78,104,0.3
indication,186,82,104,0.305970149
walls,189,85,104,0.310218978
branch,210,106,104,0.335443038
teacher,211,107,104,0.336477987
narrow,214,110,104,0.339506173
moderate,220,116,104,0.345238095
advised,223,119,104,0.347953216
extraordinary,259,155,104,0.374396135
advance,347,243,104,0.411864407
credit,368,264,104,0.417721519
lawsuits,148,43,105,0.22513089
suggestion,166,61,105,0.268722467
attracted,184,79,105,0.300380228
withdraw,188,83,105,0.306273063
experiences,200,95,105,0.322033898
threw,206,101,105,0.328990228
defending,262,157,105,0.374701671
shape,271,166,105,0.3798627
seized,272,167,105,0.380410023
missing,284,179,105,0.386609071
guys,291,186,105,0.389937107
vision,296,191,105,0.392197125
experienced,337,232,105,0.407732865
conducted,436,331,105,0.431551499
development,472,367,105,0.437425507
beginning,605,500,105,0.452488688
air,657,552,105,0.456575682
nominees,131,25,106,0.16025641
reviews,135,29,106,0.176829268
notably,172,66,106,0.277310924
crossed,180,74,106,0.291338583
payments,183,77,106,0.296153846
announce,218,112,106,0.339393939
wealthy,257,151,106,0.370098039
growth,429,323,106,0.429521277
counterterrorism,123,16,107,0.115107914
tourists,145,38,107,0.207650273
talent,147,40,107,0.213903743
crowds,179,72,107,0.28685259
overseas,181,74,107,0.290196078
earn,192,85,107,0.306859206
pressing,193,86,107,0.308243728
banned,255,148,107,0.367245658
predicted,265,158,107,0.373522459
enter,344,237,107,0.407917384
base,431,324,107,0.429139073
order,1382,1275,107,0.479864509
championship,119,11,108,0.084615385
700,142,34,108,0.193181818
portrayed,182,74,108,0.2890625
stretch,184,76,108,0.292307692
nationwide,199,91,108,0.313793103
ticket,201,93,108,0.316326531
doctors,248,140,108,0.360824742
extensive,256,148,108,0.366336634
progress,303,195,108,0.391566265
murder,324,216,108,0.4
kids,341,233,108,0.405923345
changing,372,264,108,0.41509434
tens,376,268,108,0.416149068
heavily,392,284,108,0.420118343
presented,395,287,108,0.420821114
violent,470,362,108,0.435096154
victory,666,558,108,0.455882353
provision,153,44,109,0.223350254
holiday,177,68,109,0.27755102
criticizing,191,82,109,0.3003663
sentence,213,104,109,0.32807571
split,220,111,109,0.335347432
north,286,177,109,0.382289417
discussing,292,183,109,0.385263158
organized,315,206,109,0.395393474
era,321,212,109,0.397748593
reaction,323,214,109,0.398510242
represent,405,296,109,0.422253923
specific,506,397,109,0.439645626
gunman,120,10,110,0.076923077
kitchen,139,29,110,0.172619048
undocumented,155,45,110,0.225
singing,157,47,110,0.230392157
ease,177,67,110,0.274590164
scientist,184,74,110,0.286821705
gender,240,130,110,0.351351351
rely,257,147,110,0.363861386
price,446,336,110,0.429667519
receive,538,428,110,0.443064182
expect,573,463,110,0.446911197
protections,154,43,111,0.218274112
baseball,177,66,111,0.271604938
arrival,180,69,111,0.277108434
delay,182,71,111,0.280632411
fifth,186,75,111,0.287356322
resident,191,80,111,0.295202952
populist,218,107,111,0.329230769
granted,264,153,111,0.366906475
identify,331,220,111,0.399274047
threats,342,231,111,0.403141361
accounts,354,243,111,0.407035176
investments,183,71,112,0.279527559
sustained,184,72,112,0.28125
nominated,184,72,112,0.28125
scores,192,80,112,0.294117647
expanded,240,128,112,0.347826087
northern,326,214,112,0.396296296
rally,417,305,112,0.422437673
score,159,46,113,0.224390244
clothing,171,58,113,0.253275109
fierce,176,63,113,0.263598326
blocks,194,81,113,0.294545455
investors,224,111,113,0.331343284
speed,237,124,113,0.343490305
trouble,289,176,113,0.378494624
proud,303,190,113,0.385395538
buying,309,196,113,0.388118812
surprised,313,200,113,0.389863548
decide,462,349,113,0.430332922
rivals,145,31,114,0.176136364
filing,180,66,114,0.268292683
plane,258,144,114,0.358208955
model,349,235,114,0.40239726
possibility,497,383,114,0.435227273
killings,162,47,115,0.224880383
dress,187,72,115,0.277992278
array,190,75,115,0.283018868
ball,200,85,115,0.298245614
presidents,221,106,115,0.324159021
display,241,126,115,0.343324251
accusing,256,141,115,0.355163728
300,316,201,115,0.388781431
practice,428,313,115,0.422402159
tournament,121,5,116,0.03968254
rain,166,50,116,0.231481481
collect,191,75,116,0.281954887
tight,192,76,116,0.28358209
improved,197,81,116,0.291366906
theme,199,83,116,0.294326241
patients,225,109,116,0.326347305
reaching,249,133,116,0.348167539
green,307,191,116,0.383534137
civil,724,608,116,0.456456456
graduated,182,65,117,0.263157895
settlement,216,99,117,0.314285714
challenged,220,103,117,0.318885449
aim,244,127,117,0.342318059
joining,254,137,117,0.350383632
character,330,213,117,0.392265193
suddenly,349,232,117,0.399311532
journalists,378,261,117,0.408450704
17,380,263,117,0.409020218
story,1076,959,117,0.471253071
visas,137,19,118,0.121794872
cameras,173,55,118,0.24122807
movies,181,63,118,0.258196721
camera,235,117,118,0.332386364
challenging,238,120,118,0.335195531
catch,239,121,118,0.336111111
projects,263,145,118,0.355392157
divided,294,176,118,0.374468085
headed,311,193,118,0.382936508
moves,313,195,118,0.383858268
advantage,355,237,118,0.400337838
acting,444,326,118,0.423376623
laws,520,402,118,0.436008677
directly,733,615,118,0.456231454
takes,814,696,118,0.460927152
shows,918,800,118,0.465657742
parking,160,41,119,0.2039801
studying,192,73,119,0.275471698
band,192,73,119,0.275471698
excited,199,80,119,0.286738351
island,207,88,119,0.298305085
approached,237,118,119,0.332394366
south,262,143,119,0.35308642
reflect,284,165,119,0.367483296
advice,312,193,119,0.382178218
album,136,16,120,0.105263158
celebration,170,50,120,0.227272727
800,174,54,120,0.236842105
flew,176,56,120,0.24137931
anniversary,182,62,120,0.254098361
assigned,187,67,120,0.263779528
clients,189,69,120,0.26744186
adult,192,72,120,0.272727273
privately,197,77,120,0.281021898
deadly,260,140,120,0.35
forcing,270,150,120,0.357142857
targeted,362,242,120,0.400662252
studies,382,262,120,0.406832298
increased,561,441,120,0.44011976
transportation,158,37,121,0.18974359
ice,185,64,121,0.257028112
pledge,186,65,121,0.258964143
temporarily,206,85,121,0.29209622
emphasized,211,90,121,0.299003322
commander,226,105,121,0.317220544
limits,255,134,121,0.344473008
enormous,322,201,121,0.384321224
internal,405,284,121,0.412191582
path,421,300,121,0.416088766
parties,473,352,121,0.426666667
greater,568,447,121,0.440394089
draft,182,60,122,0.247933884
sentenced,187,65,122,0.257936508
sets,227,105,122,0.31626506
window,237,115,122,0.326704545
opportunities,267,145,122,0.351941748
laid,310,188,122,0.37751004
core,336,214,122,0.389090909
bigger,368,246,122,0.400651466
announcement,385,263,122,0.405864198
guy,408,286,122,0.412103746
eyes,415,293,122,0.413841808
providing,423,301,122,0.415745856
threat,750,628,122,0.455732946
level,762,640,122,0.456490728
regulators,162,39,123,0.194029851
lift,181,58,123,0.242677824
reluctant,192,69,123,0.264367816
worker,232,109,123,0.319648094
demanded,269,146,123,0.351807229
values,314,191,123,0.378217822
communities,351,228,123,0.393782383
expert,359,236,123,0.396638655
linked,373,250,123,0.401284109
husband,398,275,123,0.408618128
rate,454,331,123,0.421656051
common,763,640,123,0.45616536
hearings,158,34,124,0.177083333
tracks,167,43,124,0.204761905
appeals,193,69,124,0.263358779
prosecutor,218,94,124,0.301282051
survived,219,95,124,0.302547771
posed,224,100,124,0.308641975
limit,296,172,124,0.367521368
communications,302,178,124,0.370833333
covering,307,183,124,0.373469388
describe,329,205,124,0.383895131
average,506,382,124,0.43018018
dead,513,389,124,0.431263858
word,636,512,124,0.445993031
replacement,192,67,125,0.258687259
reminder,198,73,125,0.269372694
session,232,107,125,0.315634218
appointed,295,170,125,0.365591398
driven,313,188,125,0.375249501
drop,380,255,125,0.401574803
negotiating,182,56,126,0.235294118
discrimination,187,61,126,0.245967742
routine,196,70,126,0.263157895
dispute,220,94,126,0.299363057
airport,221,95,126,0.300632911
centers,222,96,126,0.301886792
testing,230,104,126,0.311377246
consumers,237,111,126,0.318965517
options,260,134,126,0.340101523
headquarters,263,137,126,0.3425
fears,285,159,126,0.358108108
wants,920,794,126,0.463243874
countries,975,849,126,0.465460526
proposals,198,71,127,0.26394052
attending,204,77,127,0.274021352
marriage,232,105,127,0.3115727
signal,240,113,127,0.320113314
collection,251,124,127,0.330666667
finance,297,170,127,0.364025696
gotten,339,212,127,0.384754991
operations,456,329,127,0.41910828
strategy,457,330,127,0.41931385
problems,682,555,127,0.448666128
songs,162,34,128,0.173469388
requested,229,101,128,0.306060606
staying,235,107,128,0.312865497
formally,235,107,128,0.312865497
completed,259,131,128,0.335897436
protests,406,278,128,0.406432749
profile,191,62,129,0.245059289
feared,206,77,129,0.272084806
union,215,86,129,0.285714286
priority,223,94,129,0.296529968
liked,234,105,129,0.309734513
blue,286,157,129,0.354401806
accusations,334,205,129,0.380333952
authority,406,277,129,0.40556369
represents,408,279,129,0.406113537
suggest,458,329,129,0.418043202
caused,632,503,129,0.443171806
coffee,181,51,130,0.219827586
bus,226,96,130,0.298136646
rival,251,121,130,0.325268817
refugee,251,121,130,0.325268817
featured,271,141,130,0.34223301
represented,291,161,130,0.35619469
fear,712,582,130,0.449768161
bad,893,763,130,0.460748792
frustration,187,56,131,0.230452675
lunch,191,60,131,0.239043825
adults,231,100,131,0.302114804
confident,278,147,131,0.345882353
indicated,282,151,131,0.348729792
widespread,327,196,131,0.374760994
remaining,337,206,131,0.379373849
pull,378,247,131,0.3952
picture,412,281,131,0.405483405
benefits,417,286,131,0.406827881
successful,469,338,131,0.418835192
stories,569,438,131,0.434955313
episodes,157,25,132,0.137362637
guests,187,55,132,0.227272727
celebrity,198,66,132,0.25
praise,200,68,132,0.253731343
complaint,206,74,132,0.264285714
seats,208,76,132,0.267605634
welcome,288,156,132,0.351351351
photos,293,161,132,0.354625551
handful,311,179,132,0.365306122
hardly,316,184,132,0.368
presence,486,354,132,0.421428571
regulatory,209,76,133,0.266666667
hire,225,92,133,0.29022082
restrictions,230,97,133,0.296636086
production,364,231,133,0.388235294
degree,373,240,133,0.391517129
16,397,264,133,0.399394856
access,816,683,133,0.455637091
seem,828,695,133,0.456336179
travelers,149,15,134,0.091463415
passengers,168,34,134,0.168316832
hiring,216,82,134,0.275167785
favored,226,92,134,0.289308176
frequent,229,95,134,0.293209877
kinds,313,179,134,0.363821138
rates,360,226,134,0.385665529
herself,445,311,134,0.411375661
spread,517,383,134,0.425555556
museum,144,9,135,0.058823529
authorized,198,63,135,0.24137931
shop,206,71,135,0.25631769
size,352,217,135,0.381370826
funding,435,300,135,0.408163265
prison,436,301,135,0.408412483
roll,223,87,136,0.280645161
wear,264,128,136,0.326530612
features,265,129,136,0.327411168
expand,320,184,136,0.365079365
activists,396,260,136,0.396341463
complex,430,294,136,0.406077348
app,181,44,137,0.195555556
characters,182,45,137,0.198237885
announcing,233,96,137,0.291793313
pop,237,100,137,0.296735905
offices,237,100,137,0.296735905
captured,323,186,137,0.365422397
argue,343,206,137,0.375227687
strike,351,214,137,0.378761062
terrorism,382,245,137,0.390749601
talks,383,246,137,0.391096979
broke,455,318,137,0.411384217
primary,572,435,137,0.431976167
consider,683,546,137,0.444263629
instead,960,823,137,0.461581604
competitive,211,73,138,0.257042254
mix,238,100,138,0.295857988
urban,243,105,138,0.301724138
buildings,248,110,138,0.30726257
confidence,304,166,138,0.353191489
activist,319,181,138,0.362
suspect,322,184,138,0.363636364
ideas,394,256,138,0.393846154
internet,398,260,138,0.395136778
cultural,418,280,138,0.401146132
areas,610,472,138,0.436229205
policies,748,610,138,0.449189985
golf,200,61,139,0.233716475
finish,210,71,139,0.252669039
parent,221,82,139,0.270627063
magazine,307,168,139,0.353684211
refugees,338,199,139,0.370577281
male,343,204,139,0.372943327
argument,364,225,139,0.382003396
sell,470,331,139,0.413233458
8,599,460,139,0.434372049
created,902,763,139,0.458258258
here,1738,1599,139,0.47917291
rooms,190,50,140,0.208333333
bipartisan,210,70,140,0.25
strategist,212,72,140,0.253521127
collected,249,109,140,0.304469274
fan,253,113,140,0.308743169
sharp,264,124,140,0.319587629
risks,282,142,140,0.33490566
somewhat,302,162,140,0.349137931
identity,333,193,140,0.366920152
training,403,263,140,0.394894895
happened,760,620,140,0.449275362
rural,252,111,141,0.305785124
boy,277,136,141,0.329297821
famous,381,240,141,0.38647343
low,545,404,141,0.425711275
letter,598,457,141,0.433175355
deep,648,507,141,0.438961039
comment,686,545,141,0.442729488
majority,832,691,141,0.453709783
occasionally,197,55,142,0.218253968
longstanding,219,77,142,0.260135135
corner,236,94,142,0.284848485
suspended,240,98,142,0.289940828
quiet,261,119,142,0.313157895
gathering,278,136,142,0.328502415
aside,292,150,142,0.339366516
easier,354,212,142,0.374558304
science,386,244,142,0.387301587
numbers,594,452,142,0.432122371
share,820,678,142,0.452603471
restaurants,160,17,143,0.096045198
persuade,206,63,143,0.234200743
addressed,273,130,143,0.322580645
church,290,147,143,0.336384439
failing,290,147,143,0.336384439
closing,293,150,143,0.338600451
arrest,302,159,143,0.344902386
tied,313,170,143,0.351966874
allegations,359,216,143,0.375652174
removed,430,287,143,0.40027894
field,477,334,143,0.411837238
committed,583,440,143,0.430107527
luxury,196,52,144,0.209677419
campus,211,67,144,0.241007194
roles,217,73,144,0.251724138
hosted,239,95,144,0.284431138
missed,264,120,144,0.3125
handle,309,165,144,0.348101266
repeated,329,185,144,0.359922179
giant,355,211,144,0.372791519
regular,431,287,144,0.399721448
capital,462,318,144,0.407692308
poor,517,373,144,0.419101124
briefed,199,54,145,0.213438735
producer,209,64,145,0.234432234
inquiry,217,72,145,0.249134948
contributor,243,98,145,0.287390029
consumer,244,99,145,0.288629738
reputation,326,181,145,0.357001972
minority,330,185,145,0.359223301
politically,378,233,145,0.381342062
photographs,193,47,146,0.195833333
contentious,200,54,146,0.212598425
questioning,230,84,146,0.267515924
secure,354,208,146,0.370106762
requires,379,233,146,0.380718954
illegal,746,600,146,0.44576523
stand,808,662,146,0.450340136
transgender,179,32,147,0.151658768
uncertainty,210,63,147,0.230769231
compete,228,81,147,0.262135922
surge,230,83,147,0.265175719
vulnerable,288,141,147,0.328671329
investigators,313,166,147,0.346555324
expensive,323,176,147,0.352705411
approval,339,192,147,0.361581921
events,611,464,147,0.431627907
showing,633,486,147,0.434316354
race,661,514,147,0.437446809
hands,665,518,147,0.437869822
huge,715,568,147,0.442712393
cellphone,163,15,148,0.084269663
visitors,206,58,148,0.21969697
packed,207,59,148,0.221804511
studied,255,107,148,0.29558011
brother,299,151,148,0.335555556
wave,337,189,148,0.359315589
figures,369,221,148,0.374576271
serve,613,465,148,0.43135436
rise,646,498,148,0.435314685
available,722,574,148,0.442901235
managing,240,91,149,0.274924471
edge,268,119,149,0.30749354
embrace,273,124,149,0.312342569
housing,284,135,149,0.322195704
suffered,359,210,149,0.369068541
messages,363,214,149,0.370883882
speaker,195,45,150,0.1875
waited,202,52,150,0.204724409
sister,218,68,150,0.237762238
marketing,235,85,150,0.265625
judges,242,92,150,0.275449102
owns,246,96,150,0.280701754
striking,276,126,150,0.313432836
flight,285,135,150,0.321428571
joint,340,190,150,0.358490566
thinking,571,421,150,0.424395161
string,210,59,151,0.219330855
skeptical,211,60,151,0.221402214
devoted,219,68,151,0.236933798
requiring,235,84,151,0.263322884
mixed,243,92,151,0.274626866
employee,244,93,151,0.275964392
barely,308,157,151,0.337634409
immediate,379,228,151,0.375617792
original,572,421,151,0.423967774
artists,191,39,152,0.169565217
sweeping,220,68,152,0.236111111
advocacy,237,85,152,0.263975155
interviewed,270,118,152,0.304123711
extra,316,164,152,0.341666667
beat,368,216,152,0.369863014
choice,602,450,152,0.427756654
fire,607,455,152,0.428436911
dance,183,30,153,0.14084507
landed,202,49,153,0.195219124
fashion,223,70,153,0.23890785
returning,281,128,153,0.312958435
gained,284,131,153,0.315662651
35,289,136,153,0.32
spot,292,139,153,0.3225058
sit,388,235,153,0.377207063
founder,422,269,153,0.389290883
domestic,486,333,153,0.406593407
refused,571,418,153,0.422649141
follow,846,693,153,0.450292398
studio,179,25,154,0.12254902
singer,197,43,154,0.179166667
settled,244,90,154,0.269461078
founding,250,96,154,0.277456647
performed,252,98,154,0.28
400,273,119,154,0.303571429
70,306,152,154,0.331877729
tiny,312,158,154,0.336170213
culture,492,338,154,0.407228916
problem,902,748,154,0.453333333
signature,237,82,155,0.257053292
somebody,289,134,155,0.31678487
everybody,310,155,155,0.333333333
covered,430,275,155,0.390070922
organizations,479,324,155,0.403486924
addition,524,369,155,0.413213886
heart,607,452,155,0.426817753
interest,831,676,155,0.448573324
comedy,185,29,156,0.135514019
photograph,198,42,156,0.175
convention,201,45,156,0.182926829
arriving,210,54,156,0.204545455
revenue,233,77,156,0.248387097
comfortable,271,115,156,0.297927461
occurred,410,254,156,0.38253012
referred,412,256,156,0.383233533
threatened,427,271,156,0.388252149
shut,435,279,156,0.390756303
willing,619,463,156,0.427911275
shopping,214,57,157,0.210332103
welcomed,219,62,157,0.220640569
panel,230,73,157,0.240924092
train,319,162,157,0.336798337
pursue,329,172,157,0.343313373
selling,417,260,157,0.384047267
coach,176,18,158,0.092783505
downtown,180,22,158,0.108910891
sued,194,36,158,0.156521739
hosts,203,45,158,0.181451613
pace,220,62,158,0.219858156
users,292,134,158,0.314553991
status,489,331,158,0.403658537
review,544,386,158,0.415053763
maybe,552,394,158,0.416490486
middle,572,414,158,0.419878296
theater,197,38,159,0.161702128
pleaded,201,42,159,0.172839506
pressed,224,65,159,0.224913495
incoming,225,66,159,0.226804124
cutting,287,128,159,0.308433735
blocked,296,137,159,0.316397229
plays,304,145,159,0.322939866
images,350,191,159,0.353049908
chose,369,210,159,0.362694301
reduce,455,296,159,0.394141145
join,524,365,159,0.410573678
thing,1315,1156,159,0.467826791
soccer,169,9,160,0.050561798
athletes,180,20,160,0.1
ceremony,227,67,160,0.227891156
match,279,119,160,0.298994975
require,492,332,160,0.402912621
easy,642,482,160,0.428825623
fall,649,489,160,0.42970123
intelligence,683,523,160,0.433665008
champion,216,55,161,0.20295203
departure,218,57,161,0.207272727
club,248,87,161,0.259701493
opponents,315,154,161,0.328358209
regulations,317,156,161,0.329809725
particular,591,430,161,0.42115573
area,790,629,161,0.443269908
ratings,218,56,162,0.204379562
detailed,328,166,162,0.336032389
opposed,555,393,162,0.414556962
seeing,571,409,162,0.417346939
possible,1149,987,162,0.462078652
migrants,253,90,163,0.262390671
competition,286,123,163,0.300733496
construction,395,232,163,0.370015949
treatment,435,272,163,0.384724187
religious,497,334,163,0.401925391
let,1101,938,163,0.460029426
comes,1389,1226,163,0.468833652
labor,358,194,164,0.351449275
force,906,742,164,0.450242718
current,1145,981,164,0.461429915
barred,196,31,165,0.136563877
encouraged,289,124,165,0.300242131
ruled,353,188,165,0.347504621
investment,400,235,165,0.37007874
happy,458,293,165,0.390146471
musical,201,35,166,0.148305085
cable,238,72,166,0.232258065
wounded,260,94,166,0.265536723
hair,264,98,166,0.270718232
courts,276,110,166,0.284974093
feature,278,112,166,0.287179487
requests,304,138,166,0.312217195
extended,332,166,166,0.333333333
store,349,183,166,0.343984962
road,385,219,166,0.362582781
treated,403,237,166,0.3703125
records,407,241,166,0.37191358
stage,486,320,166,0.397022333
artist,223,56,167,0.200716846
legislative,248,81,167,0.246200608
complaints,250,83,167,0.249249249
houses,266,99,167,0.271232877
suspected,294,127,167,0.301662708
cars,299,132,167,0.306264501
fourth,303,136,167,0.309794989
honor,306,139,167,0.312359551
tend,383,216,167,0.360601002
9,421,254,167,0.376296296
sport,190,22,168,0.103773585
ambitious,209,41,168,0.164
modest,230,62,168,0.212328767
spring,249,81,168,0.245454545
tone,262,94,168,0.264044944
improve,418,250,168,0.374251497
steps,458,290,168,0.387700535
red,494,326,168,0.397560976
loss,519,351,168,0.403448276
dollars,660,492,168,0.427083333
senators,196,27,169,0.121076233
embraced,221,52,169,0.19047619
drawing,252,83,169,0.247761194
university,273,104,169,0.275862069
fallen,291,122,169,0.295399516
brand,315,146,169,0.31670282
loved,347,178,169,0.339047619
owned,376,207,169,0.355060034
violence,679,510,169,0.428931876
basketball,180,10,170,0.052631579
competing,232,62,170,0.210884354
visiting,297,127,170,0.299528302
2017,319,149,170,0.318376068
statements,442,272,170,0.380952381
begin,684,514,170,0.429048414
themselves,1029,859,170,0.454978814
drama,214,43,171,0.167315175
adopted,271,100,171,0.269541779
vehicle,313,142,171,0.312087912
slightly,333,162,171,0.327272727
viewed,369,198,171,0.349206349
win,914,743,171,0.448400724
advertising,233,61,172,0.207482993
truck,239,67,172,0.218954248
urging,272,100,172,0.268817204
promising,289,117,172,0.28817734
founded,342,170,172,0.33203125
sides,404,232,172,0.364779874
door,417,245,172,0.370090634
winning,506,334,172,0.397619048
suit,283,110,173,0.279898219
measures,406,233,173,0.364632238
range,442,269,173,0.378340366
responsibility,446,273,173,0.379694019
child,562,389,173,0.409043113
written,715,542,173,0.431185362
ever,1483,1310,173,0.469029717
allows,419,245,174,0.368975904
offers,421,247,174,0.369760479
25,518,344,174,0.399071926
inauguration,210,35,175,0.142857143
reflected,249,74,175,0.229102167
stayed,304,129,175,0.297921478
80,316,141,175,0.308533917
convicted,334,159,175,0.322515213
regularly,369,194,175,0.344582593
pushing,443,268,175,0.376933896
caught,570,395,175,0.409326425
book,708,533,175,0.429492345
